n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
107	906.2256	122.0293	592.0946	1348.509	692.9488	729.5259	762.0249	802.9732	832.5191	861.7703	893.2502	925.0416	959.4342	1005.799	1075.383	1128.236	1173.582
108	921.867	133.7575	559.9429	1531.487	682.3775	718.1337	755.9735	808.6254	847.3978	880.765	911.4861	944.6438	981.3965	1032.805	1094.075	1155.521	1201.901
109	933.316	132.7153	539.4071	1410.878	693.6512	731.3358	766.1031	824.1796	861.5591	887.6328	916.501	953.4359	995.1874	1045.026	1117.781	1164.216	1200.778
110	937.1257	132.9993	618.8158	1405.484	711.4071	733.401	771.4953	820.841	863.208	893.5278	928.5537	961.2081	998.0341	1041.524	1121.180	1179.763	1221.997
111	951.3224	132.0072	616.9425	1501.119	711.199	754.5528	789.1895	843.156	876.874	908.4547	939.718	968.8963	1011.082	1053.446	1130.542	1190.908	1222.339
112	973.9294	136.6158	617.52	1472.478	710.4836	754.0471	799.7743	862.9739	899.7816	929.6451	965.3782	996.3047	1036.37	1088.230	1151.429	1207.945	1247.527
113	980.7217	137.9665	641.007	1428.587	722.7766	774.3591	812.0591	863.6735	898.4487	932.1942	967.3459	1008.605	1048.651	1105.377	1163.526	1223.085	1252.471
114	998.3724	136.0446	653.7308	1420.799	755.3463	788.3001	829.9759	879.1587	919.2562	954.6539	989.6388	1021.618	1064.089	1106.067	1182.136	1233.807	1280.439
115	1009.501	143.1512	625.2951	1596.919	749.868	788.2068	826.2711	887.3162	934.9909	962.9237	999.833	1037.235	1075.591	1126.856	1197.339	1258.842	1296.007
116	1031.464	148.0390	684.4027	1627.111	777.0476	813.6455	851.0229	904.4048	948.9173	981.1687	1017.603	1057.735	1100.100	1158.103	1225.378	1281.377	1339.191
117	1034.235	149.1294	592.2499	1710.388	757.6213	810.9464	859.1426	903.9679	949.3461	989.3533	1022.001	1061.008	1104.797	1153.687	1227.698	1301.301	1330.495
118	1040.741	145.3682	681.6715	1575.995	786.8672	824.8636	858.434	914.9541	952.1686	994.7241	1030.169	1071.797	1109.081	1163.006	1226.921	1294.506	1325.385
119	1066.352	150.6917	681.6861	1525.624	785.7519	824.9945	874.7971	936.3087	979.7704	1020.403	1059.713	1098.353	1142.026	1188.141	1265.594	1327.945	1369.869
120	1078.364	157.3603	713.4304	1642.85	809.6864	848.7821	891.0954	942.9125	984.7111	1020.159	1064.877	1102.798	1144.160	1205.051	1290.617	1354.766	1419.006
121	1097.827	157.2791	721.1241	1679.819	823.909	859.451	907.0799	959.4749	1007.160	1042.882	1080.549	1126.170	1166.940	1224.502	1312.999	1388.303	1431.312
122	1101.551	153.9309	727.473	1667.502	819.2777	863.5468	907.2794	969.2492	1014.273	1051.554	1088.925	1130.974	1182.083	1231.38	1297.347	1357.838	1413.495
123	1114.921	158.1949	718.0265	1763.787	829.6108	873.5674	918.6359	980.151	1024.005	1064.378	1100.514	1148.337	1188.737	1238.255	1315.303	1400.764	1444.768
124	1139.608	162.2303	760.5912	1709.931	844.9592	893.8294	941.537	1002.267	1046.460	1083.863	1127.091	1164.374	1204.883	1278.901	1355.039	1421.460	1484.498
125	1161.976	163.8886	730.0836	1903.18	872.3715	912.9162	963.2289	1023.359	1069.060	1102.416	1142.899	1185.988	1242.453	1303.822	1370.110	1447.126	1509.436
126	1173.552	161.8124	718.696	1666.076	875.3399	922.5882	967.9649	1033.381	1083.698	1126.698	1165.033	1204.518	1248.857	1305.591	1386.434	1463.484	1514.681
127	1174.831	169.0964	765.9791	1885.384	873.43	927.6206	971.6666	1034.991	1077.232	1114.465	1159.158	1202.067	1244.420	1312.705	1400.925	1465.508	1524.646
128	1192.187	172.7713	763.2293	1825.262	898.6495	933.0702	972.9378	1043.402	1092.304	1135.684	1182.36	1220.249	1272.531	1330.772	1408.608	1512.552	1555.249
129	1206.911	174.2585	764.3337	1913.304	896.6884	947.0343	995.4918	1056.075	1105.841	1149.459	1193.735	1233.649	1283.93	1351.296	1434.728	1515.608	1574.703
130	1210.934	172.2217	760.2973	1870.429	907.7665	955.4774	1002.541	1063.682	1109.551	1156.604	1199.879	1237.024	1287.873	1344.021	1429.877	1512.012	1578.332
131	1241.381	181.6312	828.8727	1950.32	918.2995	970.9428	1016.963	1089.144	1139.651	1187.805	1225.372	1269.352	1320.258	1389.480	1469.591	1563.948	1627.604
132	1256.782	183.7951	860.5254	2126.401	925.2848	977.9177	1024.062	1096.954	1151.753	1199.778	1245.245	1291.261	1336.106	1406.877	1503.401	1585.504	1646.791
133	1266.591	177.8544	830.6443	1920.091	945.3476	1005.371	1051.242	1113.977	1164.677	1208.543	1250.309	1293.283	1344.310	1412.491	1506.084	1581.901	1621.982
134	1286.783	178.2182	840.1309	1898.237	966.7952	1015.045	1073.503	1134.861	1184.058	1229.380	1273.359	1317.322	1367.427	1437.214	1522.875	1601.666	1661.331
135	1291.727	186.9952	790.4252	2081.441	950.949	1001.115	1055.582	1132.745	1194.629	1243.529	1281.552	1324.824	1380.989	1434.045	1527.343	1616.219	1675.420
136	1310.314	188.3155	812.3374	1935.192	990.1131	1033.626	1087.343	1147.899	1202.133	1247.639	1291.240	1339.159	1393.397	1452.099	1555.331	1674.284	1717.892
137	1323.456	188.5507	844.1978	2047.330	981.563	1035.167	1092.352	1163.197	1213.743	1265.147	1307.937	1362.437	1412.441	1470.919	1568.253	1656.205	1700.690
138	1352.072	194.9999	861.2386	1981.399	992.3487	1055.784	1111.991	1177.032	1235.125	1287.394	1344.524	1386.096	1448.619	1513.662	1618.293	1692.428	1759.130
