n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
109	426.1646	33.02401	333.3467	554.424	366.2185	375.1	386.1295	399.1115	407.6837	416.358	424.323	431.6642	442.5698	452.9658	469.5317	481.8838	494.2874
110	428.8005	33.38068	319.1739	554.2463	369.6011	377.1008	387.6029	400.5409	409.8585	418.0873	426.3156	434.8977	444.3827	455.8728	473.7689	489.0777	494.5665
111	434.3739	34.26532	352.2556	573.5852	372.6178	385.7149	393.3929	404.7221	413.4707	422.6488	431.8402	441.153	449.4018	460.8536	478.4893	493.6821	506.7129
112	439.426	35.26225	360.0778	566.1228	376.0306	389.2249	397.682	408.5327	419.0322	427.7464	435.1781	444.1666	455.9167	468.0972	485.1804	501.733	516.6469
113	442.8601	35.16316	359.2548	621.3743	383.03	392.1632	400.7493	412.4973	422.3742	430.1395	440.1841	448.8764	458.4299	470.4615	486.2551	504.1389	514.8165
114	447.1067	34.38771	359.3383	572.4448	384.8584	393.4006	405.7696	418.7326	427.3453	435.6971	443.7218	452.2488	461.7402	475.2189	493.6527	511.4069	520.4546
115	451.9643	34.32274	357.259	576.3124	388.304	398.3993	410.6264	422.2298	431.7268	439.975	449.4552	458.903	468.0961	481.9398	496.9769	510.0725	520.3902
116	459.9147	36.9139	352.3507	581.0981	391.7844	405.443	415.9892	428.1822	438.3606	447.2986	456.6793	466.2832	475.9664	490.1867	509.6862	530.7834	541.4342
117	464.0462	35.62298	370.8342	611.2774	400.0825	410.0024	420.0048	433.7511	444.1711	453.149	461.9156	469.6318	478.9384	493.4795	512.3417	527.4618	536.4066
118	466.39	36.33418	364.0673	620.7963	401.4972	413.305	421.8862	435.3033	446.1267	454.5767	463.7629	473.0793	482.2624	494.709	513.229	529.6112	535.9925
119	471.2688	36.75903	375.694	615.901	403.5691	414.4418	425.9343	441.2074	450.6706	459.4453	469.0629	478.6753	487.8852	499.96	518.249	535.5577	545.3953
120	476.4206	36.86036	382.8577	642.2585	408.3626	421.6764	430.2406	445.2314	455.2615	464.181	474.4344	481.7344	493.1115	507.7716	525.0476	541.9963	549.88
121	481.8048	38.00335	386.9057	610.6374	415.2252	426.0094	436.1238	449.1726	459.3778	468.7323	478.6042	489.0685	498.8928	511.0558	533.3198	549.4561	561.8256
122	487.045	37.09911	386.9057	642.741	422.773	431.575	440.578	454.3842	467.2612	474.3722	484.6359	493.1704	504.119	516.8298	538.1041	553.6858	564.9566
123	489.3693	38.16267	400.874	616.6182	420.9347	429.2948	439.95	456.5238	467.2109	478.4705	487.4567	497.2163	508.5528	519.1878	541.5072	555.5484	564.3297
124	495.1113	38.14599	376.2698	641.0367	424.046	438.0719	448.629	463.4167	473.9325	484.127	492.064	500.7984	513.2446	524.4464	546.076	562.8703	572.2264
125	499.4691	38.70169	404.8259	647.8241	428.9312	441.212	451.2361	467.228	477.6379	488.5325	497.2424	506.2529	515.1078	527.9602	551.342	567.1508	582.0241
126	505.31	38.91122	396.511	699.0136	435.3757	448.2901	458.3416	472.5209	483.3384	492.4886	501.9123	512.3797	521.3367	537.2485	556.8276	572.367	588.6875
127	506.8245	37.67653	405.1913	635.4384	436.6852	448.4663	459.1928	474.1814	487.4813	495.2737	504.2896	513.9241	525.1324	536.9804	556.7962	573.0026	586.8543
128	514.2765	39.31303	424.5174	660.9296	443.4084	454.1002	465.4503	478.669	490.5415	501.4898	512.4763	522.7227	533.2279	546.7467	567.3332	583.8082	594.4409
129	518.7461	39.37925	411.5021	735.1041	445.0708	457.4167	471.3703	485.9321	497.6987	506.2628	515.8876	525.5226	536.8557	551.1606	570.9326	582.6629	593.3532
130	523.152	39.92634	423.0414	668.4706	446.2779	459.0741	474.2246	489.6009	501.8695	511.664	522.0766	529.8	540.3739	554.7864	574.297	592.4399	605.4395
131	529.9164	41.57619	430.7435	688.5303	456.1228	465.143	477.7907	494.6332	507.212	517.4263	526.8415	536.3003	547.9544	562.9156	584.9821	606.897	617.6067
132	533.5666	41.95074	440.6847	716.0608	461.908	475.0947	482.7121	497.1438	509.0737	518.9364	530.5469	541.4905	552.8282	565.353	587.3696	606.9267	621.3429
133	538.2606	38.80360	444.3197	685.0547	461.3003	476.7326	492.1829	506.0277	516.432	525.4179	534.8719	544.542	557.3401	568.9991	591.3358	607.4817	617.7265
134	542.7064	42.32872	420.9418	737.5751	464.5008	477.5866	492.5079	508	519.1801	527.9697	537.1564	548.8834	561.2094	577.4158	598.5015	618.0453	629.9143
135	547.229	42.6972	418.5857	766.2141	471.1093	486.3188	498.9369	512.3339	522.781	532.7157	541.8598	552.0833	564.3545	580.0052	604.0977	630.595	643.9192
136	551.7592	42.22109	448.4808	705.7216	477.2588	489.2106	500.5627	515.4571	526.8273	536.9385	548.59	559.4068	573.2713	586.5279	608.1866	627.059	635.7476
137	556.5121	43.85489	445.6568	725.7851	480.352	491.9959	503.1441	516.9816	531.6992	542.2859	552.3477	564.9708	576.3523	592.7816	615.5128	634.5203	648.6679
138	559.4621	41.53109	458.9553	724.8531	483.9835	498.6341	510.0784	525.5749	536.742	545.3953	555.2081	564.5042	577.582	592.5774	614.2809	636.2806	645.7592
139	564.9763	43.73502	447.066	790.1	489.6713	501.723	513.0692	527.3386	540.1907	550.8448	560.6532	571.9825	584.0582	598.8272	619.595	638.8631	652.9824
140	570.887	42.69536	466.0815	741.2611	491.6371	507.1095	518.22	534.468	544.9761	556.8222	567.119	579.3652	591.8268	604.7801	627.6432	642.8958	657.5044
141	576.519	43.49739	472.4638	735.0333	495.4412	509.9196	521.2907	538.6205	551.8279	562.976	574.2996	585.7235	596.0839	611.9918	635.4778	651.595	662.2975
142	579.0699	42.51197	464.3156	737.6856	501.0758	513.0546	526.1872	542.8527	554.8585	566.1634	576.746	585.2965	598.1781	612.7871	635.9379	655.2564	665.964
143	586.2638	42.65687	482.2365	751.4293	508.4526	520.7936	533.1941	550.2908	561.6778	572.2674	582.7607	594.6646	606.6976	623.0345	642.6632	660.1757	672.916
144	590.2017	44.62085	467.3671	758.5855	507.5894	521.5352	534.1077	550.9483	564.2942	577.6193	589.3615	600.1158	611.7737	627.2408	646.5717	666.8943	678.2861
145	594.4278	43.47113	478.9259	809.863	521.237	532.9578	542.308	556.7261	569.0624	580.0672	590.5235	601.9551	613.2846	629.7396	649.3258	665.4412	679.6955
146	601.633	44.03654	489.7438	791.558	519.7701	534.4801	547.1535	563.6062	576.1528	587.0034	600.6505	611.7908	624.756	637.2817	657.7424	671.9948	680.0765
147	605.724	45.44981	475.2726	781.6956	519.9231	537.736	550.4289	569.4137	581.9588	591.7499	601.2238	613.9967	626.436	641.149	664.3734	685.6078	700.3985
148	610.799	45.98089	480.87	771.7299	524.495	541.0434	553.2766	569.764	585.4118	597.591	607.9827	618.5847	634.1293	650.0946	671.4782	689.0254	699.4619
149	612.7021	43.93916	502.3365	794.1045	531.7293	546.0238	560.5801	575.5919	587.4147	596.9355	609.0238	621.4306	630.6235	649.1456	672.6455	691.5591	703.3818
150	620.3033	46.04727	501.8376	813.6099	537.283	549.9164	563.781	581.3398	594.3341	605.0463	617.7807	630.0095	642.8133	656.933	679.5006	697	713.5159
151	624.637	45.10441	511.5604	798.2168	545.727	555.6798	569.3839	586.597	599.1577	610.5244	620.532	631.2353	644.4827	660.4832	685.8469	703.8324	716.1578
152	629.9873	47.10179	509.4821	782.6979	546.1273	557.9355	571.9117	588.3154	602.2416	615.4933	625.3287	638.3541	651.8274	668.9843	694.1549	713.9552	727.1809
153	633.9707	50.08367	507.1942	830.4408	542.1679	553.7256	569.6192	593.3818	607.6249	619.3416	629.7952	641.9907	656.9429	673.9199	698.6344	725.2793	733.4535
154	640.668	46.3727	536.1688	845.7163	555.6771	571.6476	582.6834	601.7815	613.1525	625.6708	636.5289	647.6921	662.037	674.8281	702.7347	725.7217	736.036
155	642.8919	48.12006	512.6539	829.8301	550.3762	567.6231	584.0394	603.8874	616.4106	627.9379	639.5717	652.2193	665.2669	679.0199	703.929	729.7424	750.8555
156	649.1029	47.63325	519.7798	822.2214	560.8306	578.7391	590.5455	608.5253	621.922	634.1072	645.9071	656.7252	667.9641	685.8571	713.5286	732.7203	744.7704
157	652.3833	49.01277	527.9905	829.9434	565.4273	578.5447	590.9755	608.3289	624.1875	635.8223	648.99	662.0982	676.9993	694.0879	717.5068	738.2493	752.4679
158	658.9731	47.23686	538.2054	852.9789	569.5823	586.3693	600.0167	618.9645	632.1361	644.8325	656.7496	668.8288	680.6387	697.5392	721.1165	738.7747	754.0192
159	660.3531	49.29194	539.4571	883.6142	576.8414	588.0986	601.8355	618.0129	632.4492	643.2651	656.0229	666.2807	680.732	699.5155	726.8191	748.7189	766.3146
160	668.8053	49.77576	553.5233	896.5757	584.2808	595.5703	606.7281	625.4334	640.0711	653.828	664.0354	678.6037	691.768	706.6421	730.4437	754.053	771.8957
161	673.1013	49.07465	559.473	843.29	586.7776	599.6416	612.4475	631.2353	643.7546	655.483	670.5967	682.2756	694.9216	714.8958	738.168	758.1926	771.1874
162	675.1432	47.15255	545.5529	883.604	587.1874	603.4633	618.017	634.6219	647.4627	659.6097	672.3399	684.6291	698.3208	715.1531	737.7533	756.8646	767.2627
163	680.5995	49.73483	523.4386	854.8532	591.5116	606.8426	621.4644	638.5421	653.2886	664.6593	676.4865	688.9151	705.0901	719.7569	744.2419	773.0019	788.9588
164	688.8143	50.29088	568.84	964.3734	598.1338	611.2896	624.9224	645.2255	660.3325	673.5132	686.1042	700.5626	712.3531	728.2417	751.8963	778.3752	786.7274
