n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
113	515.5946	57.55684	350.6622	753.8116	409.5143	431.2447	445.0303	466.5447	482.9638	497.8474	510.6545	525.5359	541.6715	560.9688	589.4625	614.6479	637.9577
114	521.7392	56.72016	391.5878	718.9492	412.0352	433.7177	450.5807	472.8583	489.6672	504.5424	519.392	535.1663	549.2613	567.5659	593.8501	615.2569	630.4673
115	529.0063	58.01327	377.0862	741.9434	423.2399	441.4408	457.6855	477.9602	494.6049	510.7289	525.2656	541.7103	558.0645	574.6912	606.6894	633.5945	648.5399
116	537.8504	58.19862	377.5831	813.6424	429.6778	447.6773	463.9677	490.2448	505.8864	520.8167	534.699	549.95	564.6291	583.8193	611.7892	635.9748	657.0221
117	539.4448	58.90736	380.0132	742.1792	434.3708	451.6658	469.4593	490.0265	505.2188	519.2032	535.3914	550.6759	565.0221	586.3361	615.9026	647.3005	666.7938
118	544.1859	59.95581	386.8863	773.8818	429.8395	451.3602	470.6326	492.5952	508.9332	524.0372	538.872	555.597	575.2156	595.3663	625.2847	648.2978	662.3911
119	547.095	59.18161	382.6278	784.1365	445.7152	459.6477	474.8831	497.361	513.5095	529.1673	541.8358	557.1427	571.1602	591.444	627.538	650.4568	671.61
120	553.0437	58.52902	402.0423	746.1508	450.1189	467.1338	483.3301	499.1793	519.4016	534.3819	548.7622	563.0284	580.056	600.9884	631.1276	659.6878	675.6604
121	558.555	61.2508	386.7687	807.2063	448.2365	468.2585	484.3759	507.2238	522.89	537.2448	553.7815	569.8824	584.847	605.5956	638.2915	672.1384	686.7503
122	563.6661	60.4276	395.3859	789.7012	456.8982	470.5507	488.8507	512.5456	528.965	543.5844	559.203	576.0174	592.6652	613.8892	639.9336	667.9558	688.2514
123	570.4778	60.94302	397.4821	788.0673	457.1192	475.4682	497.0392	517.805	534.627	551.8605	568.7372	583.2632	598.4497	619.8871	650.12	674.0326	695.2208
124	574.2872	61.95072	421.5151	820.7344	461.6265	482.0384	499.0721	520.2096	540.9168	555.9092	570.3727	586.516	602.054	624.2067	651.9632	682.6749	704.8652
125	579.3141	61.67792	410.2706	829.6047	466.5297	486.8388	504.3828	528.3408	544.7476	559.5695	573.6131	589.3556	604.5775	626.6626	664.6518	686.909	701.0264
126	585.4571	63.62185	423.0461	860.3633	471.1306	488.1588	505.097	533.3114	549.8618	565.0177	582.3873	597.5232	616.7601	636.4	660.7829	691.3921	716.1445
127	591.0873	63.75267	441.9366	793.6838	474.0127	492.0569	514.1459	537.9665	553.6587	568.7706	584.8572	602.5844	621.3437	645.4007	677.82	702.4714	719.4748
128	597.6006	63.28487	400.4847	845.4839	481.48	505.1792	522.3639	543.2753	560.8342	576.6776	590.4668	609.6007	626.921	648.3225	680.5828	705.2234	729.0919
129	603.0297	62.48685	436.2545	839.563	491.1761	507.2751	528.7797	550.7831	567.1649	580.6169	596.5182	614.3566	633.3277	656.2119	686.3862	712.3609	730.8023
130	610.4829	67.7716	444.2308	898.0768	488.1864	509.4664	528.5508	552.8607	570.8073	588.0697	605.3553	624.4494	643.5076	665.6215	699.3711	722.695	743.2476
131	612.4516	65.60972	422.0308	885.5292	484.0764	513.1023	535.4493	557.3527	575.802	590.2779	608.3075	625.9776	642.8266	663.8885	697.4654	721.54	749.8
132	617.4524	67.53733	438.9374	835.2748	494.3936	515.362	532.3035	558.7334	578.5784	593.8384	612.1773	629.0628	651.2841	674.5369	709.141	737.291	750.5225
133	626.484	68.25888	464.6095	900.4821	501.418	523.7404	540.0815	564.8309	585.8942	605.4866	624.0994	639.4529	657.7431	686.1181	720.7996	746.3029	763.7526
134	636.27	69.50934	465.3074	878.3245	514.3744	531.2222	553.2775	578.6709	595.2344	613.2667	629.5149	648.3849	668.9223	690.7995	727.7616	764.732	783.808
135	636.2014	65.6306	476.7473	965.621	510.3078	534.3987	554.9432	580.6858	597.5383	615.516	634.6842	650.3522	665.8588	689.0675	721.3155	751.561	765.2424
136	638.5959	66.86468	476.8218	920.2576	523.6879	540.6487	556.2679	579.9586	598.2148	618.8901	632.8341	650.386	669.2324	689.5999	731.5832	759.3372	779.2888
137	649.0102	70.14389	472.9271	968.1808	519.261	539.6962	564.9212	588.2771	611.4491	627.589	644.7961	660.7965	678.9904	703.3847	740.566	772.193	796.0314
138	651.568	71.06803	475.7184	923.7543	523.2858	543.4593	565.4361	590.8841	609.8795	629.422	647.3206	664.9865	684.155	706.9264	741.9771	781.5964	800.2525
139	658.0625	69.74714	489.5263	894.3925	536.0448	556.1996	572.7949	597.1265	619.6289	633.4667	647.9691	668.9873	688.7423	719.825	752.3497	783.6938	801.9564
140	663.6053	67.68262	474.6757	933.0954	538.6669	554.5322	579.5507	605.0099	627.4145	644.3035	661.7643	677.3153	695.4071	718.6494	749.0648	783.97	805.4887
141	668.2529	71.6223	492.0813	1004.027	531.3944	558.8041	578.2058	603.7234	627.0805	646.6143	664.2424	681.6715	702.7745	730.5792	764.2015	787.3944	809.3899
142	672.9577	71.97002	499.5278	958.2635	545.7829	566.6286	584.1626	611.3125	631.9771	647.645	666.7398	687.0138	706.5635	728.4284	764.123	809.8568	821.8497
143	680.5626	69.1034	513.2251	985.5313	552.0054	575.9375	598.1672	625.2296	639.9766	657.261	673.2459	691.374	712.6486	737.9377	770.3025	800.215	820.9421
144	686.5167	70.86748	502.8151	953.1049	547.9553	570.4481	597.8762	626.9729	644.4913	663.0581	683.3659	704.1364	723.8812	744.3097	779.1495	808.6847	828.8727
145	687.168	71.50149	443.5606	986.6925	560.9831	576.3541	599.2946	628.7973	646.8215	662.859	680.4249	698.3151	720.7371	745.1671	782.3708	813.4126	832.2043
146	693.7661	75.3281	517.9199	951.7684	558.052	581.7989	602.3612	628.5571	649.0886	669.8918	686.2762	705.9667	731.4301	757.0059	791.292	828.1461	860.8868
147	699.081	75.69385	476.3549	1034.391	568.1162	589.2843	606.2293	634.7787	656.0747	675.2925	693.1089	711.7064	734.6469	759.7302	798.7766	834.876	854.199
148	707.0453	76.88227	514.1148	975.4912	568.702	589.9864	613.4745	643.5247	666.3768	682.4214	699.8864	717.9506	741.6974	766.4353	811.4869	845.2609	864.6907
149	717.4549	75.1861	510.9873	1090.115	582.0326	607.4027	627.9459	650.9362	673.7433	691.4318	708.7976	729.2188	753.2689	779.8654	819.8122	849.707	866.0554
150	713.849	75.94211	514.5979	1009.475	574.0166	596.2575	621.6599	649.7515	671.9658	689.5078	705.7174	728.7681	752.0093	775.2761	814.129	847.0543	870.5447
151	723.9171	74.25006	551.1316	1018.447	592.3546	610.9108	634.6401	660.7935	680.0926	697.7492	715.2007	736.4061	759.4761	786.8964	824.6478	854.5935	876.2979
152	728.7924	74.19077	540.5858	1083.104	578.0087	611.3035	634.5896	667.0262	689.1488	710.5139	725.7782	743.7937	765.3555	786.8005	822.9471	850.364	877.1294
153	733.844	76.06582	547.7445	1008.803	596.4512	615.3974	637.3978	670.194	691.7442	711.8328	729.667	746.0013	767.6966	795.5702	834.4567	870.9914	891.5728
154	741.2677	79.2103	534.5493	1007.899	588.3876	619.3771	645.9636	676.8693	697.4023	713.834	734.2547	754.8371	773.9483	805.1559	844.7159	881.4029	908.6892
155	744.754	77.46436	524.9895	1050.457	603.029	631.3589	654.399	678.4969	701.9416	719.9347	737.3927	756.4866	780.8278	806.6337	843.2544	873.651	898.9538
156	752.0779	77.22667	532.9653	1060.338	605.8539	632.2555	652.7963	685.6048	709.2228	730.456	750.1287	769.6655	789.5442	814.0639	852.8951	880.1886	899.4015
157	755.3549	80.0732	541.0157	1071.150	613.2813	637.0055	655.7164	685.8498	709.738	730.4889	752.5995	771.7202	790.1291	815.6298	863.5172	893.2099	923.9242
158	760.3023	82.54049	554.6557	1181.841	612.8581	635.8451	661.2405	690.4984	713.8172	732.0512	754.7768	773.5367	798.1297	825.7397	869.6798	899.0512	930.1204
159	770.9352	84.84686	553.2287	1169.482	627.4153	645.3712	666.4743	694.5315	720.9424	742.0256	765.5155	785.6017	807.2806	838.3102	884.7847	916.6384	949.0142
160	772.5032	80.22953	570.0956	1085.784	627.0343	647.9846	676.884	704.5481	727.3094	746.2238	765.1575	784.9962	811.5122	838.8069	877.24	912.0373	941.9411
161	779.834	82.81294	528.6322	1153.673	629.4474	649.238	675.5798	709.5111	730.9692	755.3582	774.6767	796.7635	820.2524	844.4335	889.1355	919.4705	935.8996
162	782.8972	81.62132	574.3292	1089.046	636.7409	660.8669	684.4582	714.7846	736.6621	757.68	776.4052	793.8684	818.7057	846.8914	889.4054	927.5845	956.6671
163	787.2469	83.71112	548.9372	1089.7	636.4527	659.2951	684.0892	711.2707	739.1387	759.8829	781.3143	803.2173	828.0833	855.972	899.1963	933.397	959.0819
